asin,site,marketplace_domain,url,observer_postcode,observer_location,location_status,brand,product_line,category,title,current_price,currency,list_price,discount,coupon_or_promo,deal_badge,availability,rating,review_count,sold_by,ships_from,scrape_status,fetched_at
B0DCBSHHFP,DE,amazon.de,https://www.amazon.de/dp/B0DCBSHHFP,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Xiaomi Redmi Note 12 4G · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DCBSW3N7,DE,amazon.de,https://www.amazon.de/dp/B0DCBSW3N7,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy A12-5G / M12 · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DCBT1KGV,DE,amazon.de,https://www.amazon.de/dp/B0DCBT1KGV,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Xiaomi Redmi Note 12 PRO 5G / Poco X5 Pro 5G · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DCBTF8XZ,DE,amazon.de,https://www.amazon.de/dp/B0DCBTF8XZ,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Samsung Galaxy S21 FE 5G /4G · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DCBVF225,DE,amazon.de,https://www.amazon.de/dp/B0DCBVF225,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Xiaomi Redmi A1 4G / Redmi A2 4G · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DLW51WRZ,DE,amazon.de,https://www.amazon.de/dp/B0DLW51WRZ,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Honor 70 Lite 5G / Honor X8 5G / Honor X6 5G · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DLW79JWX,DE,amazon.de,https://www.amazon.de/dp/B0DLW79JWX,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Samsung Galaxy A16 5G · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DLW8Q1FZ,DE,amazon.de,https://www.amazon.de/dp/B0DLW8Q1FZ,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy S24 FE · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DNYYCRXZ,DE,amazon.de,https://www.amazon.de/dp/B0DNYYCRXZ,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Google Pixel 8 Pro · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DQP25N21,DE,amazon.de,https://www.amazon.de/dp/B0DQP25N21,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Xiaomi Redmi 14c 4G/5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DQP62781,DE,amazon.de,https://www.amazon.de/dp/B0DQP62781,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Xiaomi 14t Pro 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DQP6WDL6,DE,amazon.de,https://www.amazon.de/dp/B0DQP6WDL6,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy A05S 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DQP7FMM7,DE,amazon.de,https://www.amazon.de/dp/B0DQP7FMM7,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,Google Pixel 9 / 9 Pro · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DQP7HJ7X,DE,amazon.de,https://www.amazon.de/dp/B0DQP7HJ7X,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,OPPO Reno 12 FS 5G / OPPO Reno 12 F 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DQP7NBF2,DE,amazon.de,https://www.amazon.de/dp/B0DQP7NBF2,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Xiaomi 13T / Xiaomi 13T Pro · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DQP8DFVS,DE,amazon.de,https://www.amazon.de/dp/B0DQP8DFVS,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Xiaomi 14t 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DQP8XSK2,DE,amazon.de,https://www.amazon.de/dp/B0DQP8XSK2,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Google Pixel 9 Pro XL · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DRC2LCLV,DE,amazon.de,https://www.amazon.de/dp/B0DRC2LCLV,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,Samsung Galaxy S24 5G · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DRC2ZNFK,DE,amazon.de,https://www.amazon.de/dp/B0DRC2ZNFK,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Honor 200 Lite 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DRC32T2F,DE,amazon.de,https://www.amazon.de/dp/B0DRC32T2F,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Honor 200 Smart · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DRC3YY5H,DE,amazon.de,https://www.amazon.de/dp/B0DRC3YY5H,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Xiaomi Redmi A3 · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DRC4JXR3,DE,amazon.de,https://www.amazon.de/dp/B0DRC4JXR3,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,Samsung Galaxy S24+ / S24Plus · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DRC4S1F1,DE,amazon.de,https://www.amazon.de/dp/B0DRC4S1F1,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,Samsung Galaxy S23 5G · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DS64R9MN,DE,amazon.de,https://www.amazon.de/dp/B0DS64R9MN,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Xiaomi Redmi Note 14 4G · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DS64Z3XG,DE,amazon.de,https://www.amazon.de/dp/B0DS64Z3XG,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Xiaomi Redmi Note 14 5G · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DT9DWTNS,DE,amazon.de,https://www.amazon.de/dp/B0DT9DWTNS,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,"Xiaomi Redmi Note 14 5G-162,4 mm* 75,7 mm* 7,99 mm， 190 g · 精孔透明壳+2丝印 · 1壳+2膜",,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DXDTP323,DE,amazon.de,https://www.amazon.de/dp/B0DXDTP323,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,iPhone 16e iPhone SE 4 2025 iPhone 16 SE · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DZ298JBH,DE,amazon.de,https://www.amazon.de/dp/B0DZ298JBH,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Google Pixel 9A · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DZ29VSH9,DE,amazon.de,https://www.amazon.de/dp/B0DZ29VSH9,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy A56 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DZ2C2LZC,DE,amazon.de,https://www.amazon.de/dp/B0DZ2C2LZC,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy S25Ultra · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DZ2CG12P,DE,amazon.de,https://www.amazon.de/dp/B0DZ2CG12P,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy A36 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DZ2CP4PR,DE,amazon.de,https://www.amazon.de/dp/B0DZ2CP4PR,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy S25 · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DZ2CVWNK,DE,amazon.de,https://www.amazon.de/dp/B0DZ2CVWNK,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy S25 Plus/S25+ 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DZ2DBNWG,DE,amazon.de,https://www.amazon.de/dp/B0DZ2DBNWG,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy A06 · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DZ2DNJJH,DE,amazon.de,https://www.amazon.de/dp/B0DZ2DNJJH,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy A26 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FD9F4BVP,DE,amazon.de,https://www.amazon.de/dp/B0FD9F4BVP,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,OPPO Reno 13 FS 5G / 13 F 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FD9GKDWY,DE,amazon.de,https://www.amazon.de/dp/B0FD9GKDWY,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Honor 400 5G 国外版 · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FD9GWCP4,DE,amazon.de,https://www.amazon.de/dp/B0FD9GWCP4,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Honor 400 Lite · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FD9HB19F,DE,amazon.de,https://www.amazon.de/dp/B0FD9HB19F,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,"Xiaomi Redmi A5 4G -欧版 173,3 mm · 精孔透明壳+2白片 · 1壳+2膜",,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FLXMS9WQ,DE,amazon.de,https://www.amazon.de/dp/B0FLXMS9WQ,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy A17 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FLXNB89D,DE,amazon.de,https://www.amazon.de/dp/B0FLXNB89D,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy  S25 FE · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FLXP2H12,DE,amazon.de,https://www.amazon.de/dp/B0FLXP2H12,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy A07 · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FMK5NH9M,DE,amazon.de,https://www.amazon.de/dp/B0FMK5NH9M,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Xiaomi Redmi 15c 4G +欧版 173mm · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FSXSQDY6,DE,amazon.de,https://www.amazon.de/dp/B0FSXSQDY6,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Google Pixel 10 / 10 Pro · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FSXWP4DV,DE,amazon.de,https://www.amazon.de/dp/B0FSXWP4DV,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,OPPO Reno 12 FS 5G / OPPO Reno 12 F 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FSXX122L,DE,amazon.de,https://www.amazon.de/dp/B0FSXX122L,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Google Pixel 10 Pro XL · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FSZKTFFS,DE,amazon.de,https://www.amazon.de/dp/B0FSZKTFFS,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Xiaomi 13T / Xiaomi 13T Pro · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0G47VWPBL,DE,amazon.de,https://www.amazon.de/dp/B0G47VWPBL,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Oppo Reno 14 F 5G / OPPO Reno 14 FS · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0G47XXSYM,DE,amazon.de,https://www.amazon.de/dp/B0G47XXSYM,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Oppo Reno 14 Pro · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0G47ZY9SS,DE,amazon.de,https://www.amazon.de/dp/B0G47ZY9SS,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Realme Note 60 · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0G481SHTC,DE,amazon.de,https://www.amazon.de/dp/B0G481SHTC,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Xiaomi 15T · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0G48336BM,DE,amazon.de,https://www.amazon.de/dp/B0G48336BM,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Samsung Galaxy A57 · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0G4833YXY,DE,amazon.de,https://www.amazon.de/dp/B0G4833YXY,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Xiaomi 15T Pro · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0G483CR1N,DE,amazon.de,https://www.amazon.de/dp/B0G483CR1N,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Oppo A5 Pro · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0G4858N3D,DE,amazon.de,https://www.amazon.de/dp/B0G4858N3D,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Samsung Galaxy A37 · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0G4858N3F,DE,amazon.de,https://www.amazon.de/dp/B0G4858N3F,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Xiaomi 15 · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0G485B55J,DE,amazon.de,https://www.amazon.de/dp/B0G485B55J,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Realme C85 · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0G485DC96,DE,amazon.de,https://www.amazon.de/dp/B0G485DC96,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Nothing Phone 3A Pro · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0G485L1K6,DE,amazon.de,https://www.amazon.de/dp/B0G485L1K6,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Oppo A5 · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0G486F4JS,DE,amazon.de,https://www.amazon.de/dp/B0G486F4JS,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Oppo Reno 14 · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0G488P4LX,DE,amazon.de,https://www.amazon.de/dp/B0G488P4LX,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Realme C71 · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0G7D4C5XZ,DE,amazon.de,https://www.amazon.de/dp/B0G7D4C5XZ,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy S26Ultra · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0G7DVL8HG,DE,amazon.de,https://www.amazon.de/dp/B0G7DVL8HG,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy S26 · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0G7DXNF5S,DE,amazon.de,https://www.amazon.de/dp/B0G7DXNF5S,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy S26 Plus/S26+ 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0GX51H4WZ,DE,amazon.de,https://www.amazon.de/dp/B0GX51H4WZ,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片超声波,Honor Magic 8 Lite · 精孔透明壳+2白片超声波 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0GX534ZTK,DE,amazon.de,https://www.amazon.de/dp/B0GX534ZTK,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Google Pixel 10a · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0GX5G2YBG,DE,amazon.de,https://www.amazon.de/dp/B0GX5G2YBG,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片超声波,Honor 400 Pro 国外版 · 精孔透明壳+2白片超声波 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0GX5H6B6Q,DE,amazon.de,https://www.amazon.de/dp/B0GX5H6B6Q,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Honor 400 Smart · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0GXXN84VP,DE,amazon.de,https://www.amazon.de/dp/B0GXXN84VP,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Xiaomi Redmi Note 15 Pro 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0GXXPQ3Z3,DE,amazon.de,https://www.amazon.de/dp/B0GXXPQ3Z3,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,OPPO Reno 15 国际版 · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0GXXT13TS,DE,amazon.de,https://www.amazon.de/dp/B0GXXT13TS,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,OPPO Reno 15 Pro 5G 国际版 · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0GXXT3JBZ,DE,amazon.de,https://www.amazon.de/dp/B0GXXT3JBZ,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片超声波,Xiaomi 17 Ultra · 精孔透明壳+2白片超声波 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0GXXVZV57,DE,amazon.de,https://www.amazon.de/dp/B0GXXVZV57,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片超声波,Xiaomi 17 · 精孔透明壳+2白片超声波 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0GXXX21LM,DE,amazon.de,https://www.amazon.de/dp/B0GXXX21LM,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,OPPO Reno 15 FS 5G / 15 F 5G 国外版 · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0CLH55CHN,FR,amazon.fr,https://www.amazon.fr/dp/B0CLH55CHN,06200,Deliver to 06200‌,location_ok,Tentoki,清水壳-3in1,精孔透明壳+2白片,"Tentoki 3 in 1 Case for Samsung A23 5G with 2 Tempered Glass, [Built-in Air Cushion] Anti-Yellowing Soft TPU Bumper Case Cover for Samsung Galaxy A23 5G 6.6 Inch, Transparent",9.99,EUR,3.33,,,,In stock,4.3,1245,Together Sell,Amazon Amazon Dispatches from Amazon,ok_browser,2026-06-09T07:00:13.428Z
B0CLH5CM1M,FR,amazon.fr,https://www.amazon.fr/dp/B0CLH5CM1M,06200,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy A13 4G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0CLH65SKQ,FR,amazon.fr,https://www.amazon.fr/dp/B0CLH65SKQ,06200,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Samsung A54 · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0CLH6HJZR,FR,amazon.fr,https://www.amazon.fr/dp/B0CLH6HJZR,06200,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy A14 4G / 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0CLH7HR2K,FR,amazon.fr,https://www.amazon.fr/dp/B0CLH7HR2K,06200,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 14 · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0CLH7JHFR,FR,amazon.fr,https://www.amazon.fr/dp/B0CLH7JHFR,06200,,location_not_captured,,清水壳-3in1,大孔透明壳+2丝印,iPhone 11 · 大孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D66R47PD,FR,amazon.fr,https://www.amazon.fr/dp/B0D66R47PD,06200,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 13 · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZLFCVZ,FR,amazon.fr,https://www.amazon.fr/dp/B0D7ZLFCVZ,06200,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 13 Pro Max · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZMGGVN,FR,amazon.fr,https://www.amazon.fr/dp/B0D7ZMGGVN,06200,,location_not_captured,,清水壳-3in1,大孔透明壳+2丝印,iPhone 11 Pro · 大孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZMHDTB,FR,amazon.fr,https://www.amazon.fr/dp/B0D7ZMHDTB,06200,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 13 Mini · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZMLFTH,FR,amazon.fr,https://www.amazon.fr/dp/B0D7ZMLFTH,06200,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 12 Mini · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZMVVXV,FR,amazon.fr,https://www.amazon.fr/dp/B0D7ZMVVXV,06200,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 15 Pro Max · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZN788C,FR,amazon.fr,https://www.amazon.fr/dp/B0D7ZN788C,06200,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 15 Plus · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZNDZ64,FR,amazon.fr,https://www.amazon.fr/dp/B0D7ZNDZ64,06200,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 14 Pro Max · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZNGJ3W,FR,amazon.fr,https://www.amazon.fr/dp/B0D7ZNGJ3W,06200,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 14 Pro · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
