asin,site,marketplace_domain,url,observer_postcode,observer_location,location_status,brand,product_line,category,title,current_price,currency,list_price,discount,coupon_or_promo,deal_badge,availability,rating,review_count,sold_by,ships_from,scrape_status,fetched_at
B0DD38K2XJ,IT,amazon.it,https://www.amazon.it/dp/B0DD38K2XJ,50121,,location_not_captured,,一代除尘仓,高清,iphone16 pro · 高清 · 2片装,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DDCH8413,IT,amazon.it,https://www.amazon.it/dp/B0DDCH8413,50121,,location_not_captured,,一代除尘仓,高清,ip13promax/14plus · 高清 · 2片装,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DF2CK42N,IT,amazon.it,https://www.amazon.it/dp/B0DF2CK42N,50121,,location_not_captured,,一代除尘仓,防窥,iphone11/XR · 防窥 · 2片装,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DF2CL5VM,IT,amazon.it,https://www.amazon.it/dp/B0DF2CL5VM,50121,,location_not_captured,,一代除尘仓,高清,iphone11/XR · 高清 · 2片装,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DF2DFZW8,IT,amazon.it,https://www.amazon.it/dp/B0DF2DFZW8,50121,,location_not_captured,,一代除尘仓,防窥,iphone12/12Pro · 防窥 · 2片装,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DF2DNG5K,IT,amazon.it,https://www.amazon.it/dp/B0DF2DNG5K,50121,,location_not_captured,,一代除尘仓,高清,iphone12/12Pro · 高清 · 2片装,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DSHKFKWC,IT,amazon.it,https://www.amazon.it/dp/B0DSHKFKWC,50121,,location_not_captured,,一代除尘仓,高清,iPhone 16e iPhone SE 4 2025 iPhone 16 SE · 高清 · 2片装,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FHQ3HXYZ,IT,amazon.it,https://www.amazon.it/dp/B0FHQ3HXYZ,50121,,location_not_captured,,一代除尘仓,高清,iPhone 17 Pro Max · 高清 · 2片装,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FHQ3PB9V,IT,amazon.it,https://www.amazon.it/dp/B0FHQ3PB9V,50121,,location_not_captured,,一代除尘仓,防窥,iPhone 17 Pro · 防窥 · 2片装,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FHQ3W39F,IT,amazon.it,https://www.amazon.it/dp/B0FHQ3W39F,50121,,location_not_captured,,一代除尘仓,防窥,iPhone 17 Air · 防窥 · 2片装,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FHQ4BG36,IT,amazon.it,https://www.amazon.it/dp/B0FHQ4BG36,50121,,location_not_captured,,一代除尘仓,防窥,iPhone 16 Pro / 17 · 防窥 · 2片装,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FHQ4G8K5,IT,amazon.it,https://www.amazon.it/dp/B0FHQ4G8K5,50121,,location_not_captured,,一代除尘仓,防窥,iPhone 17 Pro Max · 防窥 · 2片装,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FHQ4MQGD,IT,amazon.it,https://www.amazon.it/dp/B0FHQ4MQGD,50121,,location_not_captured,,一代除尘仓,高清,iPhone 17 Pro · 高清 · 2片装,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FHQ53M1B,IT,amazon.it,https://www.amazon.it/dp/B0FHQ53M1B,50121,,location_not_captured,,一代除尘仓,防窥,iPhone 16 Pro Max · 防窥 · 2片装,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FHQ57GC8,IT,amazon.it,https://www.amazon.it/dp/B0FHQ57GC8,50121,,location_not_captured,,一代除尘仓,高清,iPhone 17 Air · 高清 · 2片装,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0CFY23LF4,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0CFY23LF4,WC1E 7HU,,robot_check,,一代除尘仓,防窥,ip14pro · 防窥 · 2片装,,GBP,,,,,,,,,,robot_check,2026-06-09T06:35:15.211Z
B0CFY3D3SK,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0CFY3D3SK,WC1E 7HU,,robot_check,,一代除尘仓,防窥,iP3/13pro/14 · 防窥 · 2片装,,GBP,,,,,,,,,,robot_check,2026-06-09T06:35:17.077Z
B0CLL912SJ,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0CLL912SJ,WC1E 7HU,,location_missing,,一代除尘仓,高清,ip14pro · 高清 · 2片装,,GBP,,,,,,,,,,price_missing_browser,2026-06-09T06:59:43.353Z
B0CLLCK44K,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0CLLCK44K,WC1E 7HU,,location_not_captured,,一代除尘仓,高清,iP3/13pro/14 · 高清 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D2RBMFPZ,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0D2RBMFPZ,WC1E 7HU,,location_not_captured,,一代除尘仓,蓝光,iP3/13pro/14 · 蓝光 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D2RC2H76,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0D2RC2H76,WC1E 7HU,,location_not_captured,,一代除尘仓,蓝光,ip14pro · 蓝光 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D2W1SQX4,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0D2W1SQX4,WC1E 7HU,,location_not_captured,,一代除尘仓,高清,ip14promax · 高清 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D2W27LCQ,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0D2W27LCQ,WC1E 7HU,,location_not_captured,,一代除尘仓,防窥,ip14promax · 防窥 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D2W28VSM,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0D2W28VSM,WC1E 7HU,,location_not_captured,,一代除尘仓,蓝光,ip13promax/14plus · 蓝光 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D2W2JSFN,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0D2W2JSFN,WC1E 7HU,,location_not_captured,,一代除尘仓,蓝光,ip14promax · 蓝光 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D6G91CCK,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0D6G91CCK,WC1E 7HU,,location_not_captured,,一代除尘仓,防窥,ip15/16 · 防窥 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D6G9QTXW,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0D6G9QTXW,WC1E 7HU,,location_not_captured,,一代除尘仓,高清,ip15/16 · 高清 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D6GBJTBJ,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0D6GBJTBJ,WC1E 7HU,,location_not_captured,,一代除尘仓,高清,ip15promax · 高清 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D6GBTMQ4,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0D6GBTMQ4,WC1E 7HU,,location_not_captured,,一代除尘仓,防窥,ip15pro · 防窥 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D6GD59P8,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0D6GD59P8,WC1E 7HU,,location_not_captured,,一代除尘仓,防窥,ip15promax · 防窥 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D6GDM5HK,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0D6GDM5HK,WC1E 7HU,,location_not_captured,,一代除尘仓,防窥,ip15plus/16 plus · 防窥 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D6GDXJMH,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0D6GDXJMH,WC1E 7HU,,location_not_captured,,一代除尘仓,高清,ip15plus/16 plus · 高清 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D6GFPSGT,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0D6GFPSGT,WC1E 7HU,,location_not_captured,,一代除尘仓,高清,ip15pro · 高清 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D93SYTKK,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0D93SYTKK,WC1E 7HU,,location_not_captured,,一代除尘仓,防窥,ip13promax/14plus · 防窥 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DBGY1GH6,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0DBGY1GH6,WC1E 7HU,,location_not_captured,,一代除尘仓,高清,ip14pro · 高清 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DBTXPW3X,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0DBTXPW3X,WC1E 7HU,,location_not_captured,,一代除尘仓,高清,ip13promax/14plus · 高清 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DD35XHJF,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0DD35XHJF,WC1E 7HU,,location_not_captured,,一代除尘仓,高清,iphone16 promax · 高清 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DD38K2XJ,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0DD38K2XJ,WC1E 7HU,,location_not_captured,,一代除尘仓,高清,iphone16 pro · 高清 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DDCH8413,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0DDCH8413,WC1E 7HU,,location_not_captured,,一代除尘仓,高清,ip13promax/14plus · 高清 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DF2CK42N,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0DF2CK42N,WC1E 7HU,,location_not_captured,,一代除尘仓,防窥,iphone11/XR · 防窥 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DF2CL5VM,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0DF2CL5VM,WC1E 7HU,,location_not_captured,,一代除尘仓,高清,iphone11/XR · 高清 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DF2DFZW8,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0DF2DFZW8,WC1E 7HU,,location_not_captured,,一代除尘仓,防窥,iphone12/12Pro · 防窥 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DF2DNG5K,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0DF2DNG5K,WC1E 7HU,,location_not_captured,,一代除尘仓,高清,iphone12/12Pro · 高清 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DSHKFKWC,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0DSHKFKWC,WC1E 7HU,,location_not_captured,,一代除尘仓,高清,iPhone 16e iPhone SE 4 2025 iPhone 16 SE · 高清 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FHQ3HXYZ,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0FHQ3HXYZ,WC1E 7HU,,location_not_captured,,一代除尘仓,高清,iPhone 17 Pro Max · 高清 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FHQ3PB9V,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0FHQ3PB9V,WC1E 7HU,,location_not_captured,,一代除尘仓,防窥,iPhone 17 Pro · 防窥 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FHQ3W39F,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0FHQ3W39F,WC1E 7HU,,location_not_captured,,一代除尘仓,防窥,iPhone 17 Air · 防窥 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FHQ4BG36,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0FHQ4BG36,WC1E 7HU,,location_not_captured,,一代除尘仓,防窥,iPhone 16 Pro / 17 · 防窥 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FHQ4G8K5,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0FHQ4G8K5,WC1E 7HU,,location_not_captured,,一代除尘仓,防窥,iPhone 17 Pro Max · 防窥 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FHQ4MQGD,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0FHQ4MQGD,WC1E 7HU,,location_not_captured,,一代除尘仓,高清,iPhone 17 Pro · 高清 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FHQ53M1B,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0FHQ53M1B,WC1E 7HU,,location_not_captured,,一代除尘仓,防窥,iPhone 16 Pro Max · 防窥 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0FHQ57GC8,UK,amazon.co.uk,https://www.amazon.co.uk/dp/B0FHQ57GC8,WC1E 7HU,,location_not_captured,,一代除尘仓,高清,iPhone 17 Air · 高清 · 2片装,,GBP,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0CLH55CHN,DE,amazon.de,https://www.amazon.de/dp/B0CLH55CHN,10115,Deliver to Berlin 10115‌,location_ok,Tentoki,清水壳-3in1,精孔透明壳+2白片,"Tentoki For Samsung Galaxy A23 5G Case with 2 Pieces Tempered Glass Protective Glass, [Anti-Yellowing] [German Material] [Ultra Thin], Mobile Phone Case for Samsung Galaxy A23 5g - Transparent",10.37,EUR,3.46,,,,In stock,4.3,1208,Together Sell,Amazon Amazon Dispatches from Amazon,ok_browser,2026-06-09T06:59:59.783Z
B0CLH5CM1M,DE,amazon.de,https://www.amazon.de/dp/B0CLH5CM1M,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy A13 4G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0CLH65SKQ,DE,amazon.de,https://www.amazon.de/dp/B0CLH65SKQ,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Samsung A54 · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0CLH6HJZR,DE,amazon.de,https://www.amazon.de/dp/B0CLH6HJZR,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy A14 4G / 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0CLH7HR2K,DE,amazon.de,https://www.amazon.de/dp/B0CLH7HR2K,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 14 · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0CLH7JHFR,DE,amazon.de,https://www.amazon.de/dp/B0CLH7JHFR,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2丝印,iPhone 11 · 大孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D66R47PD,DE,amazon.de,https://www.amazon.de/dp/B0D66R47PD,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 13 · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZLFCVZ,DE,amazon.de,https://www.amazon.de/dp/B0D7ZLFCVZ,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 13 Pro Max · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZMGGVN,DE,amazon.de,https://www.amazon.de/dp/B0D7ZMGGVN,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2丝印,iPhone 11 Pro · 大孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZMHDTB,DE,amazon.de,https://www.amazon.de/dp/B0D7ZMHDTB,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 13 Mini · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZMLFTH,DE,amazon.de,https://www.amazon.de/dp/B0D7ZMLFTH,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 12 Mini · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZMVVXV,DE,amazon.de,https://www.amazon.de/dp/B0D7ZMVVXV,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 15 Pro Max · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZN788C,DE,amazon.de,https://www.amazon.de/dp/B0D7ZN788C,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 15 Plus · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZNDZ64,DE,amazon.de,https://www.amazon.de/dp/B0D7ZNDZ64,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 14 Pro Max · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZNGJ3W,DE,amazon.de,https://www.amazon.de/dp/B0D7ZNGJ3W,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 14 Pro · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZNGVTD,DE,amazon.de,https://www.amazon.de/dp/B0D7ZNGVTD,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 12 Pro Max · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZNHQGC,DE,amazon.de,https://www.amazon.de/dp/B0D7ZNHQGC,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 15 Pro · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZNTQ8P,DE,amazon.de,https://www.amazon.de/dp/B0D7ZNTQ8P,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 12 · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZP14V9,DE,amazon.de,https://www.amazon.de/dp/B0D7ZP14V9,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 15 · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZPHBXJ,DE,amazon.de,https://www.amazon.de/dp/B0D7ZPHBXJ,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 13 Pro · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZPKGYM,DE,amazon.de,https://www.amazon.de/dp/B0D7ZPKGYM,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 12 Pro · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZQV6LB,DE,amazon.de,https://www.amazon.de/dp/B0D7ZQV6LB,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,iPhone 14 Plus · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D7ZR2Y6Y,DE,amazon.de,https://www.amazon.de/dp/B0D7ZR2Y6Y,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2丝印,iPhone 11 Pro Max · 大孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D93QHV16,DE,amazon.de,https://www.amazon.de/dp/B0D93QHV16,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2镜头膜,iPhone 16 · 大孔透明壳+2镜头膜 · 壳+2镜头膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D93SHRMB,DE,amazon.de,https://www.amazon.de/dp/B0D93SHRMB,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2镜头膜,iPhone 16 Plus · 大孔透明壳+2镜头膜 · 壳+2镜头膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D93V7LFM,DE,amazon.de,https://www.amazon.de/dp/B0D93V7LFM,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2镜头膜,iPhone 16 Pro Max · 大孔透明壳+2镜头膜 · 壳+2镜头膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D93W5FXW,DE,amazon.de,https://www.amazon.de/dp/B0D93W5FXW,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2镜头膜,iPhone 16 Pro · 大孔透明壳+2镜头膜 · 壳+2镜头膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D9N3KZQB,DE,amazon.de,https://www.amazon.de/dp/B0D9N3KZQB,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy A34 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D9N4F6G1,DE,amazon.de,https://www.amazon.de/dp/B0D9N4F6G1,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy A35 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D9N4YN1X,DE,amazon.de,https://www.amazon.de/dp/B0D9N4YN1X,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Xiaomi Redmi Note 13 4G · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D9N59T68,DE,amazon.de,https://www.amazon.de/dp/B0D9N59T68,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Xiaomi Redmi Note 13 Pro 5G · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D9N5G9PM,DE,amazon.de,https://www.amazon.de/dp/B0D9N5G9PM,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy A55 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D9N5H2KC,DE,amazon.de,https://www.amazon.de/dp/B0D9N5H2KC,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Xiaomi Redmi 13C / Poco C65 · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D9N5L6VQ,DE,amazon.de,https://www.amazon.de/dp/B0D9N5L6VQ,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy  A15 5G / A15 4G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D9N5NC3G,DE,amazon.de,https://www.amazon.de/dp/B0D9N5NC3G,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Xiaomi Redmi Note 13 5G · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0D9N6ZC5W,DE,amazon.de,https://www.amazon.de/dp/B0D9N6ZC5W,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy A25 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DCBNV8CV,DE,amazon.de,https://www.amazon.de/dp/B0DCBNV8CV,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Google Pixel 8a · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DCBR5X8K,DE,amazon.de,https://www.amazon.de/dp/B0DCBR5X8K,10115,,location_not_captured,,清水壳-3in1,大孔透明壳+2白片,Google Pixel 7 · 大孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DCBRHXGP,DE,amazon.de,https://www.amazon.de/dp/B0DCBRHXGP,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Samsung Galaxy S23 FE 5G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DCBRJ4CS,DE,amazon.de,https://www.amazon.de/dp/B0DCBRJ4CS,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,Honor 70 Lite 5G / Honor X8 5G / Honor X6 5G · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DCBRNH3V,DE,amazon.de,https://www.amazon.de/dp/B0DCBRNH3V,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2丝印,iPhone SE 2020/2022 (iPhone SE 3/2)iPhone 7/8 · 精孔透明壳+2丝印 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DCBRSSSR,DE,amazon.de,https://www.amazon.de/dp/B0DCBRSSSR,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Xiaomi Redmi Note 11 4G / Redmi Note 11S 4G · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DCBRVPWM,DE,amazon.de,https://www.amazon.de/dp/B0DCBRVPWM,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Google Pixel 8 · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
B0DCBS2H6Y,DE,amazon.de,https://www.amazon.de/dp/B0DCBS2H6Y,10115,,location_not_captured,,清水壳-3in1,精孔透明壳+2白片,Google Pixel 7a · 精孔透明壳+2白片 · 1壳+2膜,,EUR,,,,,,,,,,pending_manual,2026-06-09T06:34:05.964Z
